"","choice","id","pf1","pf2","pf3","pf4","cl1","cl2","cl3","cl4","loc1","loc2","loc3","loc4","wk1","wk2","wk3","wk4","tod1","tod2","tod3","tod4","seas1","seas2","seas3","seas4"
"251",2,21,0,0,7,9,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"252",1,22,7,9,0,0,5,1,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"253",3,22,7,9,0,0,0,5,1,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"254",2,22,9,7,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
"255",3,22,0,9,7,0,1,1,0,5,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"256",1,22,0,9,0,7,0,1,0,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"257",3,22,0,9,0,7,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"258",3,22,0,9,0,7,5,0,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"259",2,22,9,7,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"260",4,22,0,0,9,7,5,5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"261",3,22,0,0,7,9,1,5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"262",4,22,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"263",1,22,0,7,9,0,1,5,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"264",1,23,9,7,0,0,5,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"265",2,23,0,0,9,7,1,5,5,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"266",1,23,0,7,9,0,1,0,0,5,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"267",1,23,9,0,7,0,1,5,0,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"268",3,23,9,0,0,7,5,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"269",1,23,0,0,9,7,0,5,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"270",2,23,0,9,0,7,1,5,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"271",1,23,9,0,0,7,0,1,1,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"272",3,23,0,0,9,7,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"273",2,23,7,0,0,9,5,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"274",4,23,9,0,7,0,5,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"275",3,23,9,7,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"276",2,24,9,0,0,7,5,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"277",1,24,0,0,9,7,0,5,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"278",3,24,0,9,0,7,1,5,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"279",2,24,9,0,0,7,0,1,1,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"280",4,24,0,0,9,7,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"281",3,24,7,0,0,9,5,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"282",4,24,9,0,7,0,5,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"283",4,24,9,7,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"284",2,24,0,9,7,0,0,1,5,5,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"285",4,24,7,0,9,0,0,5,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
"286",4,24,0,9,7,0,5,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"287",3,24,0,9,7,0,1,5,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
"288",3,25,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"289",1,25,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"290",1,25,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"291",1,25,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"292",3,25,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"293",4,25,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"294",1,25,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"295",2,25,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"296",4,25,0,9,0,0,0,1,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"297",1,25,9,0,7,0,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"298",4,25,7,0,0,9,1,0,5,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"299",2,25,0,0,7,9,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"300",3,26,9,0,0,7,0,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"301",3,26,0,7,0,9,0,5,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"302",1,26,0,9,0,7,1,5,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"303",3,26,9,7,0,0,0,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"304",1,26,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"305",4,26,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"306",3,26,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"307",1,26,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"308",4,26,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"309",3,26,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"310",2,26,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"311",1,26,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"312",4,27,7,9,0,0,5,1,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"313",1,27,7,9,0,0,0,5,1,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"314",3,27,9,7,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
"315",3,27,0,9,7,0,1,1,0,5,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"316",1,27,0,9,0,7,0,1,0,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"317",3,27,0,9,0,7,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"318",4,27,0,9,0,7,5,0,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"319",3,27,9,7,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"320",3,27,0,0,9,7,5,5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"321",1,27,0,0,7,9,1,5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"322",2,27,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"323",4,27,0,7,9,0,1,5,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"324",1,28,7,9,0,0,5,1,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"325",1,28,7,9,0,0,0,5,1,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"326",2,28,9,7,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
"327",3,28,0,9,7,0,1,1,0,5,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"328",4,28,0,9,0,7,0,1,0,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"329",4,28,0,9,0,7,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"330",4,28,0,9,0,7,5,0,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"331",1,28,9,7,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"332",4,28,0,0,9,7,5,5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"333",4,28,0,0,7,9,1,5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"334",1,28,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"335",3,28,0,7,9,0,1,5,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"336",2,29,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"337",4,29,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"338",1,29,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"339",4,29,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"340",3,29,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"341",4,29,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"342",4,29,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"343",2,29,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"344",1,29,0,9,0,0,0,1,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"345",4,29,9,0,7,0,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"346",2,29,7,0,0,9,1,0,5,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"347",3,29,0,0,7,9,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"348",1,30,7,0,0,9,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"349",4,30,0,0,9,7,5,5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"350",3,30,0,7,9,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"351",2,30,9,7,0,0,1,1,0,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"352",2,30,0,7,0,9,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"353",2,30,0,7,0,9,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"354",1,30,7,9,0,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"355",2,30,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"356",3,30,0,0,9,9,0,1,1,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"357",1,30,9,7,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"358",2,30,0,9,0,7,1,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"359",3,30,0,9,7,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
"360",2,31,0,9,0,7,5,0,1,5,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"361",3,31,0,7,0,9,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"362",2,31,0,7,0,0,1,5,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
"363",2,31,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"364",2,31,7,0,0,9,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"365",2,31,0,0,9,7,5,5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"366",2,31,0,7,9,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"367",3,31,9,7,0,0,1,1,0,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"368",2,31,0,7,0,9,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"369",2,31,0,7,0,9,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"370",3,31,7,9,0,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"371",2,31,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"372",3,32,9,0,0,7,5,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"373",1,32,0,0,9,7,0,5,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"374",1,32,0,9,0,7,1,5,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"375",3,32,9,0,0,7,0,1,1,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"376",4,32,0,0,9,7,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"377",4,32,7,0,0,9,5,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"378",3,32,9,0,7,0,5,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"379",4,32,9,7,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"380",2,32,0,9,7,0,0,1,5,5,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"381",3,32,7,0,9,0,0,5,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
"382",2,32,0,9,7,0,5,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"383",2,32,0,9,7,0,1,5,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1
"384",4,33,9,0,0,7,0,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"385",4,33,0,7,0,9,0,5,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"386",4,33,0,9,0,7,1,5,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"387",1,33,9,7,0,0,0,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"388",2,33,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"389",4,33,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"390",1,33,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"391",1,33,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"392",3,33,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"393",4,33,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"394",2,33,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"395",2,33,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"396",2,34,9,7,0,0,5,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"397",1,34,0,0,9,7,1,5,5,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"398",4,34,0,7,9,0,1,0,0,5,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"399",2,34,9,0,7,0,1,5,0,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"400",3,34,9,0,0,7,5,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"401",4,34,0,0,9,7,0,5,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"402",2,34,0,9,0,7,1,5,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"403",4,34,9,0,0,7,0,1,1,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"404",4,34,0,0,9,7,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"405",2,34,7,0,0,9,5,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"406",4,34,9,0,7,0,5,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"407",4,34,9,7,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
"408",1,35,7,0,0,9,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"409",4,35,0,0,9,7,5,5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"410",2,35,0,7,9,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"411",2,35,9,7,0,0,1,1,0,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"412",2,35,0,7,0,9,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"413",2,35,0,7,0,9,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"414",1,35,7,9,0,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"415",2,35,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"416",1,35,0,0,9,9,0,1,1,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"417",1,35,9,7,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"418",2,35,0,9,0,7,1,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"419",3,35,0,9,7,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
"420",1,36,7,9,0,0,5,1,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"421",2,36,7,9,0,0,0,5,1,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"422",2,36,9,7,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
"423",3,36,0,9,7,0,1,1,0,5,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"424",2,36,0,9,0,7,0,1,0,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"425",4,36,0,9,0,7,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"426",4,36,0,9,0,7,5,0,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"427",4,36,9,7,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"428",1,36,0,0,9,7,5,5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"429",2,36,0,0,7,9,1,5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"430",1,36,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"431",3,36,0,7,9,0,1,5,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"432",3,37,9,7,0,0,5,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"433",4,37,0,0,9,7,1,5,5,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"434",4,37,9,0,7,0,1,5,0,5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"435",2,37,9,0,0,7,5,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"436",4,37,0,0,9,7,0,5,5,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"437",4,37,0,9,0,7,1,5,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"438",3,37,9,0,0,7,0,1,1,5,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"439",2,37,0,0,9,7,5,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"440",3,37,9,0,7,0,5,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"441",3,38,9,0,0,7,0,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"442",1,38,0,7,0,9,0,5,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"443",1,38,0,9,0,7,1,5,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"444",4,38,9,7,0,0,0,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"445",1,38,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"446",4,38,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"447",1,38,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"448",2,38,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"449",2,38,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"450",4,38,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"451",2,38,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"452",2,38,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"453",1,39,7,0,0,9,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"454",4,39,0,0,9,7,5,5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"455",3,39,0,7,9,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"456",2,39,9,7,0,0,1,1,0,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"457",2,39,0,7,0,9,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"458",1,39,0,7,0,9,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"459",1,39,7,9,0,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"460",1,39,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"461",4,39,0,0,9,9,0,1,1,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"462",2,39,9,7,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"463",4,39,0,9,0,7,1,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"464",2,39,0,9,7,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
"465",1,40,7,0,0,9,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"466",3,40,0,0,9,7,5,5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"467",3,40,0,7,9,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"468",2,40,9,7,0,0,1,1,0,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"469",2,40,0,7,0,9,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"470",1,40,0,7,0,9,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"471",2,40,7,9,0,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"472",1,40,9,7,0,0,0,0,1,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0
"473",1,40,0,0,9,9,0,1,1,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"474",1,40,9,7,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"475",4,40,0,9,0,7,1,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"476",1,40,0,9,7,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
"477",2,41,9,0,0,7,0,0,1,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
"478",3,41,0,7,0,9,0,5,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"479",2,41,0,9,0,7,1,5,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"480",1,41,9,7,0,0,0,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"481",1,41,0,7,9,0,0,1,5,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"482",4,41,9,0,7,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"483",3,41,7,0,0,9,0,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"484",4,41,7,0,0,9,5,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"485",3,41,0,0,9,7,0,1,0,5,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"486",4,41,0,0,9,7,5,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"487",2,41,9,0,0,7,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
"488",2,41,9,7,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"489",2,42,0,7,0,9,0,5,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
"490",4,42,7,0,0,9,5,1,0,5,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
"491",3,42,9,0,7,0,1,1,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"492",4,42,7,9,0,0,5,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
"493",1,42,7,9,0,0,5,1,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"494",2,42,7,9,0,0,0,5,1,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
"495",2,42,9,7,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
"496",3,42,0,9,7,0,1,1,0,5,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
"497",2,42,0,9,0,7,0,1,0,5,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"498",3,42,0,9,0,7,0,0,1,5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"499",4,42,0,9,0,7,5,0,1,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"500",2,42,9,7,0,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
"501",1,43,9,7,0,0,5,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"502",1,43,0,0,9,7,1,5,5,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
